207,-7.903855
208,-7.270575
209,-6.665908
210,-6.094955
211,-5.561265
212,-5.067023
213,-4.613253
214,-4.200028
215,-3.826667
216,-3.49191
217,-3.194083
218,-2.931226
219,-2.701216
220,-2.501851
221,-2.330932
222,-2.186316
223,-2.065962
224,-1.967963
225,-1.890566
226,-1.832189
227,-1.791427
228,-1.767058
229,-1.758039
230,-1.763506
231,-1.782773
232,-1.81532
233,-1.860791
234,-1.91899
235,-1.989874
236,-2.073545
237,-2.17025
238,-2.280377
239,-2.404449
240,-2.543122
241,-2.697181
242,-2.867541
243,-3.055236
244,-3.261423
245,-3.487365
246,-3.734428
247,-4.004061
248,-4.297781
249,-4.617138
250,-4.96368
251,-5.338899
252,-5.744166
253,-6.180637
254,-6.649146
255,-7.150063
256,-7.683124
257,-8.24723
258,-8.840213
259,-9.458582
260,-10.097246
261,-10.749258
262,-11.405586
263,-12.054973
264,-12.683923
265,-13.276878
266,-13.816641
267,-14.285059
268,-14.663997
269,-14.936522
270,-15.088221
271,-15.108474
272,-14.991518
273,-14.737121
274,-14.350753
275,-13.843219
276,-13.229792
277,-12.529002
278,-11.76125
279,-10.947432
280,-10.107719
281,-9.260613
282,-8.422287
283,-7.606229
284,-6.823141
285,-6.081026
286,-5.385415
287,-4.739668
288,-4.145319
289,-3.602411
290,-3.109818
291,-2.665537
292,-2.266933
293,-1.910957
294,-1.594307
295,-1.313575
296,-1.065345
297,-0.846277
298,-0.653161
299,-0.482959
300,-0.332826
301,-0.200125
302,-0.082429
303,0.022484
304,0.116633
305,0.201853
306,0.279807
307,0.351998
308,0.419791
309,0.484429
310,0.547045
311,0.608685
312,0.670318
313,0.732854
314,0.797159
315,0.864068
316,0.934396
317,1.008955
318,1.088562
319,1.174051
320,1.266287
321,1.366176
322,1.474672
323,1.592795
324,1.721634
325,1.862361
326,2.016241
327,2.18464
328,2.369036
329,2.571024
330,2.792321
331,3.034774
332,3.300353
333,3.591149
334,3.909361
335,4.257268
336,4.637201
337,5.051479
338,5.502343
339,5.991842
340,6.521698
341,7.09312
342,7.706572
343,8.361479
344,9.055882
345,9.786035
346,10.545952
347,11.326966
348,12.117309
349,12.901811
350,13.661818
351,14.375417
352,15.0181
353,15.563917
354,15.987136
355,16.264278
356,16.376337
357,16.310816
358,16.063269
359,15.638002
360,15.047823
361,14.31283
362,13.458511
363,12.51346
364,11.507084
365,10.467607
366,9.420549
367,8.387759
368,7.386941
369,6.431622
370,5.531398
371,4.692388
372,3.917754
373,3.208263
374,2.562805
375,1.978865
376,1.452925
377,0.980798
378,0.557899
379,0.179452
380,-0.15935
381,-0.463228
382,-0.736734
383,-0.984196
384,-1.20969
385,-1.417018
386,-1.609712
387,-1.791035
388,-1.964002
389,-2.131391
390,-2.29577
391,-2.459517
392,-2.624845
393,-2.793823
394,-2.968399
395,-3.150418
396,-3.341642
397,-3.543761
398,-3.758405
399,-3.98715
400,-4.231523
401,-4.492991
402,-4.772957
403,-5.072737
404,-5.393532
405,-5.736391
406,-6.102156
407,-6.4914
408,-6.904343
409,-7.340752
410,-7.79983
411,-8.280085
412,-8.779184
413,-9.29381
414,-9.819509
415,-10.350571
416,-10.879934
417,-11.399158
418,-11.898476
419,-12.366959
420,-12.792816
421,-13.163836
422,-13.467957
423,-13.693952
424,-13.832165
425,-13.875224
426,-13.81866
427,-13.661332
428,-13.405616
429,-13.057304
430,-12.625249
431,-12.120774
432,-11.556945
433,-10.947775
434,-10.307458
435,-9.649693
436,-8.98714
437,-8.331039
438,-7.69098
439,-7.074811
440,-6.488655
441,-5.93702
442,-5.422953
443,-4.948229
444,-4.513557
445,-4.118776
446,-3.76304
447,-3.444991
448,-3.162904
449,-2.914817
450,-2.698631
451,-2.512197
452,-2.353388
453,-2.220145
454,-2.110521
455,-2.022709
456,-1.955059
457,-1.906092
458,-1.874508
459,-1.859187
460,-1.859187
461,-1.873744
462,-1.902268
463,-1.944335
464,-1.999683
465,-2.068208
466,-2.149959
467,-2.24513
468,-2.354058
469,-2.477221
470,-2.61523
471,-2.768828
472,-2.938888
473,-3.126401
474,-3.332481
475,-3.558345
476,-3.80531
477,-4.074772
478,-4.368189
479,-4.687046
480,-5.032817
481,-5.406913
482,-5.810611
483,-6.244966
484,-6.710697
485,-7.208055
486,-7.736644
487,-8.295236
488,-8.881536
489,-9.491938
490,-10.121266
491,-10.762529
492,-11.406716
493,-12.042671
494,-12.657106
495,-13.234793
496,-13.758987
497,-14.212115
498,-14.576715
499,-14.836584
500,-14.978026
501,-14.991062
502,-14.870418
503,-14.616142
504,-14.23375
505,-13.733847
506,-13.131293
507,-12.444051
508,-11.691857
509,-10.894919
510,-10.072756
511,-9.243286
512,-8.422205
513,-7.622636
514,-6.855026
515,-6.127222
516,-5.444685
517,-4.810774
518,-4.227074
519,-3.693711
520,-3.209674
521,-2.773084
522,-2.381442
523,-2.031831
524,-1.721082
525,-1.445914
526,-1.203032
527,-0.989212
528,-0.801351
529,-0.636512
530,-0.491944
531,-0.365101
532,-0.253644
533,-0.155435
534,-0.068537
535,0.008803
536,0.078162
537,0.140961
538,0.198474
539,0.251851
540,0.302126
541,0.350238
542,0.397042
543,0.443325
544,0.489818
545,0.537207
546,0.58615
547,0.637279
548,0.69122
549,0.748597
550,0.810044
551,0.876212
552,0.947783
553,1.025472
554,1.110044
555,1.202317
556,1.303173
557,1.41357
558,1.534548
559,1.667241
560,1.812887
561,1.972836
562,2.148561
563,2.341669
564,2.553903
565,2.787155
566,3.043462
567,3.325009
568,3.634122
569,3.973247
570,4.344926
571,4.75175
572,5.196295
573,5.681025
574,6.208166
575,6.779529
576,7.396286
577,8.058675
578,8.765646
579,9.514427
580,10.300035
581,11.114745
582,11.947565
583,12.783792
584,13.604749
585,14.387834
586,15.107013
587,15.733884
588,16.239347
589,16.595821
590,16.7798
591,16.77438
592,16.571318
593,16.17223
594,15.588648
595,14.840917
596,13.956141
597,12.965578
598,11.901932
599,10.796926
600,9.679436
601,8.574267
602,7.501553
603,6.476668
604,5.510515
605,4.610028
606,3.778794
607,3.017691
608,2.325495
609,1.699416
610,1.135559
611,0.629301
612,0.175588
613,-0.230827
614,-0.595212
615,-0.92273
616,-1.218346
617,-1.486774
618,-1.732442
619,-1.959473
620,-2.17169
621,-2.372617
622,-2.565499
623,-2.753319
624,-2.938821
625,-3.124534
626,-3.312792
627,-3.50576
628,-3.705447
629,-3.91373
630,-4.132359
631,-4.36297
632,-4.607089
633,-4.866126
634,-5.141366
635,-5.433953
636,-5.744865
637,-6.074876
638,-6.424508
639,-6.793977
640,-7.183119
641,-7.591312
642,-8.017379
643,-8.459486
644,-8.915039
645,-9.380581
646,-9.851696
647,-10.322945
648,-10.78783
649,-11.238825
650,-11.667467
651,-12.064544
652,-12.420369
653,-12.725162
654,-12.969507
655,-13.144876
656,-13.244157
657,-13.26216
658,-13.19603
659,-13.045506
660,-12.813022
661,-12.5036
662,-12.124568
663,-11.685121
664,-11.195791
665,-10.66787
666,-10.112837
667,-9.541866
668,-8.965403
669,-8.392855
670,-7.832402
671,-7.290893
672,-6.773836
673,-6.285452
674,-5.828778
675,-5.405797
676,-5.017587
677,-4.66447
678,-4.34616
679,-4.061899
680,-3.810576
681,-3.59084
682,-3.401185
683,-3.240034
684,-3.105793
685,-2.99691
686,-2.911907
687,-2.849413
688,-2.808186
689,-2.787127
690,-2.785293
691,-2.801896
692,-2.836315
693,-2.888087
694,-2.95691
695,-3.042638
696,-3.145278
697,-3.264979
698,-3.40203
699,-3.556851
